Tu znajduje sie opis mojich pomiarow
Value A, Value B, Value C, Constant value82.42, 227.63, 1768.686, 9283.233
30.94, 737.63, 4153.786, 9283.233
45.19, 759.48, 3131.723, 9283.233
35.56, 681.29, 5563.431, 9283.233
90.07, 572.85, 7897.198, 9283.233
94.31, 797.84, 5941.025, 9283.233
51.1, 111.81, 777.602, 9283.233
62.59, 795.26, 2942.875, 9283.233
47.68, 350.37, 6881.355, 9283.233
3.64, 307.75, 7444.365, 9283.233
55.67, 120.9, 1415.721, 9283.233
93.87, 660.02, 925.638, 9283.233
33.5, 919.16, 5248.006, 9283.233
45.05, 849.11, 1272.793, 9283.233
24.25, 733.97, 7815.667, 9283.233
49.26, 225.16, 7548.715, 9283.233
35.53, 212.59, 707.885, 9283.233
83.52, 884.63, 8120.19, 9283.233
68.34, 583.92, 1780.408, 9283.233
64.61, 505.76, 8962.364, 9283.233
10.07, 590.64, 3816.922, 9283.233
33.53, 676.27, 4239.313, 9283.233
95.26, 444.39, 9037.663, 9283.233
47.37, 709.85, 6777.55, 9283.233
97.32, 336.07, 245.789, 9283.233
82.1, 964.46, 8142.169, 9283.233
70.88, 775.31, 3480.128, 9283.233
37.7, 271.67, 1420.549, 9283.233
92.87, 791.26, 4474.645, 9283.233
78.74, 46.47, 4502.53, 9283.233
60.3, 499.09, 4942.777, 9283.233
2.02, 720.55, 7877.091, 9283.233
96.57, 69.04, 7898.568, 9283.233
25.47, 178.14, 2002.774, 9283.233
41.14, 183.44, 8839.809, 9283.233
65.86, 945.91, 7450.867, 9283.233
16.08, 982.9, 5001.162, 9283.233
33.78, 861.67, 2338.768, 9283.233
25.76, 713.36, 7556.942, 9283.233
12.39, 177.56, 9718.636, 9283.233
95.3, 978.96, 6335.734, 9283.233
48.9, 920.42, 9024.005, 9283.233
15.72, 22.95, 2912.695, 9283.233
21.33, 488.48, 3395.435, 9283.233
33.6, 877.28, 9465.213, 9283.233
54.28, 873.2, 7023.068, 9283.233
46.32, 237.65, 2059.941, 9283.233
40.73, 612.05, 6526.649, 9283.233
63.47, 118.73, 7873.531, 9283.233
95.16, 501.76, 9042.086, 9283.233
16.98, 579.06, 6722.405, 9283.233
94.43, 156.66, 2472.497, 9283.233
35.78, 181.46, 9600.048, 9283.233
71.3, 491.28, 7372.714, 9283.233
66.6, 926.62, 1411.859, 9283.233
14.03, 460.67, 6808.767, 9283.233
53.1, 132.27, 5117.743, 9283.233
12.64, 707.13, 7809.8, 9283.233
27.04, 676.98, 5617.129, 9283.233
25.13, 699.28, 2386.355, 9283.233
10.46, 68.46, 5250.096, 9283.233
33.01, 382.21, 7744.99, 9283.233
56.78, 223.48, 1664.909, 9283.233
78.71, 769.02, 2868.978, 9283.233
35.86, 290.36, 2684.73, 9283.233
23.15, 409.92, 2479.543, 9283.233
12.64, 149.63, 6761.028, 9283.233
6.38, 495.96, 1414.415, 9283.233
24.76, 741.38, 7778.229, 9283.233
14.02, 587.33, 3316.466, 9283.233
14.12, 888.73, 2951.739, 9283.233
71.49, 926.47, 2626.19, 9283.233
48.75, 993.86, 9587.527, 9283.233
99.47, 323.12, 9204.016, 9283.233
84.82, 583.58, 1222.788, 9283.233
51.78, 715.66, 7792.563, 9283.233
25.18, 808.08, 251.514, 9283.233
1.06, 629.67, 980.96, 9283.233
62.86, 549.29, 4968.454, 9283.233
25.74, 195.2, 1734.406, 9283.233
68.24, 179.21, 3704.117, 9283.233
89.09, 674.15, 6363.251, 9283.233
27.7, 348.86, 2601.52, 9283.233
28.76, 371.92, 7208.777, 9283.233
96.87, 502.29, 8799.731, 9283.233
82.67, 373.26, 9975.103, 9283.233
86.96, 478.44, 6926.375, 9283.233
63.69, 342.3, 4721.762, 9283.233
93.72, 259.03, 9306.899, 9283.233
12.07, 795.48, 4997.842, 9283.233
59.75, 527.2, 6964.021, 9283.233
8.69, 506.87, 7670.071, 9283.233
23.98, 653.74, 8072.738, 9283.233
55.94, 811.2, 346.584, 9283.233
20.77, 202.81, 1881.602, 9283.233
59.54, 74.79, 8534.547, 9283.233
27.58, 304.78, 3102.806, 9283.233
58.56, 671.38, 487.221, 9283.233
91.18, 783.43, 3101.714, 9283.233
0.23, 368.29, 735.282, 9283.233
15.67, 729.47, 5879.679, 9283.233
81.17, 764.17, 1412.079, 9283.233
23.99, 5.93, 7418.3, 9283.233
71.47, 633.72, 1828.676, 9283.233
46.12, 797.97, 5659.24, 9283.233
75.25, 233.34, 9385.54, 9283.233
98.68, 939.94, 1731.963, 9283.233
42.26, 983.31, 2960.069, 9283.233
16.67, 139.39, 9813.143, 9283.233
15.11, 616.58, 6844.98, 9283.233
83.62, 783.22, 4227.196, 9283.233
86.98, 162.41, 610.532, 9283.233
22.23, 872.51, 5946.732, 9283.233
95.43, 88.87, 8305.188, 9283.233
22.0, 785.87, 9405.68, 9283.233
8.99, 871.77, 9208.284, 9283.233
49.51, 565.67, 7103.575, 9283.233
7.9, 422.42, 9900.795, 9283.233
39.13, 69.52, 6768.512, 9283.233
98.75, 410.5, 1512.084, 9283.233
49.22, 31.51, 890.757, 9283.233
23.68, 68.38, 4220.33, 9283.233
60.83, 846.36, 9222.223, 9283.233
5.69, 483.33, 4464.53, 9283.233
24.07, 525.06, 934.927, 9283.233
36.66, 400.45, 3750.098, 9283.233
72.35, 212.63, 5491.978, 9283.233
54.21, 865.59, 6412.066, 9283.233
99.73, 98.18, 6172.026, 9283.233
32.2, 347.95, 5372.856, 9283.233
76.37, 1.17, 9550.633, 9283.233
47.95, 182.26, 2747.008, 9283.233
38.8, 940.78, 6718.538, 9283.233
80.07, 310.13, 2957.006, 9283.233
79.4, 574.51, 8334.893, 9283.233
83.75, 992.54, 866.563, 9283.233
99.95, 938.79, 9421.362, 9283.233
94.41, 553.04, 4704.193, 9283.233
97.21, 554.53, 5411.852, 9283.233
74.9, 155.67, 6981.689, 9283.233
87.74, 628.44, 2326.66, 9283.233
66.55, 301.43, 3200.817, 9283.233
45.6, 132.79, 546.046, 9283.233
8.86, 858.89, 6072.463, 9283.233
2.35, 132.11, 593.469, 9283.233
19.41, 590.45, 6796.842, 9283.233
11.06, 53.94, 6113.272, 9283.233
89.93, 902.09, 7974.434, 9283.233
78.6, 928.5, 7675.738, 9283.233
54.18, 579.24, 4016.533, 9283.233
96.42, 218.65, 5025.886, 9283.233
64.75, 211.91, 9286.244, 9283.233
12.93, 604.37, 728.447, 9283.233
99.33, 761.21, 8508.009, 9283.233
21.31, 783.22, 3733.836, 9283.233
77.7, 609.4, 1989.931, 9283.233
80.81, 190.14, 3155.662, 9283.233
26.14, 979.74, 5959.429, 9283.233
68.02, 239.85, 4479.316, 9283.233
26.74, 888.66, 3167.276, 9283.233
45.95, 529.15, 6279.927, 9283.233
29.97, 605.75, 7979.733, 9283.233
20.7, 146.44, 5125.636, 9283.233
54.18, 484.25, 7316.05, 9283.233
4.25, 114.2, 3000.507, 9283.233
61.7, 726.8, 8769.07, 9283.233
58.51, 701.62, 3158.587, 9283.233
39.04, 55.07, 9083.705, 9283.233
80.35, 430.0, 9925.407, 9283.233
82.94, 183.4, 4640.582, 9283.233
75.62, 695.23, 2918.19, 9283.233
77.97, 541.39, 464.799, 9283.233
65.83, 136.26, 1756.027, 9283.233
68.71, 7.62, 8768.506, 9283.233
59.41, 715.54, 3304.972, 9283.233
93.85, 43.36, 8631.092, 9283.233
56.72, 415.9, 9739.973, 9283.233
24.34, 885.56, 4494.267, 9283.233
35.47, 152.54, 5533.371, 9283.233
18.28, 808.37, 8258.241, 9283.233
98.05, 835.67, 1552.278, 9283.233
95.66, 52.34, 2649.164, 9283.233
36.0, 345.78, 5662.976, 9283.233
53.23, 871.54, 6175.776, 9283.233
16.18, 918.2, 3872.256, 9283.233
70.94, 854.98, 9493.7, 9283.233
3.56, 289.46, 1448.552, 9283.233
85.69, 663.95, 1105.846, 9283.233
85.65, 726.34, 1926.457, 9283.233
66.32, 175.55, 7418.528, 9283.233
99.13, 676.43, 2797.452, 9283.233
46.39, 28.91, 8274.87, 9283.233
91.26, 843.23, 3990.566, 9283.233
87.09, 852.05, 8254.275, 9283.233
84.21, 586.92, 5746.43, 9283.233
63.11, 77.75, 2268.321, 9283.233
14.67, 275.99, 6065.041, 9283.233
18.94, 62.64, 8887.041, 9283.233
77.69, 432.29, 856.351, 9283.233
39.3, 156.46, 8717.174, 9283.233
87.13, 984.66, 8526.683, 9283.233
54.09, 917.35, 5898.158, 9283.233
22.31, 648.57, 7977.507, 9283.233
7.76, 312.95, 4754.44, 9283.233
16.55, 15.76, 6299.375, 9283.233
37.75, 284.41, 7485.231, 9283.233
12.23, 633.49, 8743.415, 9283.233
78.61, 310.04, 8268.707, 9283.233
63.28, 776.48, 2907.02, 9283.233
33.78, 312.57, 2994.898, 9283.233
96.62, 991.07, 7005.616, 9283.233
71.14, 971.2, 1167.794, 9283.233
1.12, 170.11, 9368.886, 9283.233
8.97, 880.42, 6560.444, 9283.233
25.12, 728.0, 6634.468, 9283.233
33.54, 218.1, 2783.966, 9283.233
88.88, 696.97, 3275.046, 9283.233
4.26, 170.44, 1195.915, 9283.233
20.08, 630.81, 7459.336, 9283.233
5.02, 993.72, 3107.263, 9283.233
37.01, 296.48, 788.412, 9283.233
57.21, 562.75, 6960.833, 9283.233
93.66, 985.1, 5693.378, 9283.233
6.31, 675.12, 1885.48, 9283.233
21.86, 717.28, 652.088, 9283.233
76.22, 798.99, 5484.669, 9283.233
83.81, 252.46, 4031.385, 9283.233
27.23, 580.03, 7482.611, 9283.233
97.32, 575.78, 8628.53, 9283.233
12.97, 925.79, 4591.814, 9283.233
97.23, 787.29, 9428.422, 9283.233
99.45, 879.1, 1811.194, 9283.233
55.13, 524.9, 6506.265, 9283.233
34.28, 804.02, 5685.868, 9283.233
91.26, 529.73, 8308.374, 9283.233
12.86, 773.68, 3832.533, 9283.233
93.02, 851.81, 7427.396, 9283.233
40.1, 104.93, 7709.616, 9283.233
14.65, 365.84, 8740.868, 9283.233
27.22, 923.38, 981.202, 9283.233
68.01, 62.38, 8930.464, 9283.233
41.42, 141.45, 8138.02, 9283.233
13.49, 999.83, 3913.424, 9283.233
11.46, 85.54, 7731.151, 9283.233
33.16, 178.76, 675.145, 9283.233
99.19, 513.7, 8370.075, 9283.233
3.42, 189.87, 7897.163, 9283.233
58.78, 129.77, 8915.273, 9283.233
71.3, 528.9, 2139.739, 9283.233
71.23, 501.52, 773.888, 9283.233
25.0, 707.11, 7414.688, 9283.233
21.87, 459.79, 1807.027, 9283.233
35.08, 417.55, 6309.45, 9283.233
91.53, 535.35, 8684.204, 9283.233
79.76, 7.26, 6892.166, 9283.233
71.56, 553.13, 3900.538, 9283.233
44.35, 878.64, 2641.191, 9283.233
63.85, 59.43, 3067.509, 9283.233
81.31, 959.96, 3207.191, 9283.233
72.67, 291.46, 3794.113, 9283.233
63.94, 546.15, 7607.356, 9283.233
18.26, 525.69, 5810.945, 9283.233
62.06, 103.07, 443.406, 9283.233
28.23, 235.96, 2078.492, 9283.233
1.26, 973.23, 6282.464, 9283.233
24.88, 470.41, 5233.632, 9283.233
28.89, 512.08, 9818.338, 9283.233
51.65, 406.25, 9718.269, 9283.233
44.95, 849.99, 8986.009, 9283.233
39.48, 160.4, 1400.239, 9283.233
82.5, 219.99, 7359.689, 9283.233
21.01, 700.47, 8037.16, 9283.233
78.6, 551.65, 6478.398, 9283.233
21.72, 590.11, 7507.23, 9283.233
62.66, 457.86, 8001.307, 9283.233
32.34, 877.36, 8542.427, 9283.233
88.66, 278.97, 8112.59, 9283.233
91.98, 29.97, 5871.252, 9283.233
72.35, 492.97, 8300.923, 9283.233
56.99, 600.0, 517.992, 9283.233
32.04, 243.99, 1131.243, 9283.233
59.44, 534.44, 3839.7, 9283.233
26.6, 498.88, 4927.922, 9283.233
44.02, 41.88, 2604.717, 9283.233
4.5, 207.07, 5977.519, 9283.233
15.85, 737.59, 1505.321, 9283.233
70.74, 640.57, 4998.03, 9283.233
16.41, 769.82, 2575.479, 9283.233
82.21, 595.93, 8783.02, 9283.233
98.77, 682.0, 3998.991, 9283.233
51.26, 712.34, 3323.557, 9283.233
40.65, 325.88, 3257.09, 9283.233
58.7, 261.2, 9510.014, 9283.233
46.72, 636.96, 8223.224, 9283.233
48.13, 394.76, 9982.701, 9283.233
23.21, 752.6, 6411.604, 9283.233
47.27, 32.35, 1261.379, 9283.233
29.59, 798.5, 4911.287, 9283.233
72.98, 118.16, 7494.672, 9283.233
46.52, 999.96, 3765.656, 9283.233
18.08, 570.29, 4061.057, 9283.233
54.72, 137.82, 8772.238, 9283.233
31.55, 59.96, 8825.811, 9283.233
23.5, 886.75, 6049.067, 9283.233
57.72, 10.94, 5639.947, 9283.233
80.92, 236.58, 4341.949, 9283.233
4.46, 404.31, 851.608, 9283.233
81.56, 241.39, 2268.108, 9283.233
62.57, 444.3, 444.268, 9283.233
32.71, 862.6, 2382.142, 9283.233
46.26, 152.93, 8069.024, 9283.233
72.4, 614.43, 2807.078, 9283.233
12.05, 238.13, 942.61, 9283.233
20.94, 887.04, 3966.362, 9283.233
55.01, 580.97, 215.792, 9283.233
29.33, 432.15, 7220.605, 9283.233
68.66, 985.26, 2242.048, 9283.233
42.42, 600.53, 7802.874, 9283.233
50.96, 11.8, 1759.446, 9283.233
76.95, 590.58, 4286.095, 9283.233
93.46, 237.11, 648.715, 9283.233
74.99, 93.88, 7319.263, 9283.233
96.99, 693.84, 5176.439, 9283.233
